manufacturer,model,description,transmission,engineCapacityCc,fuelType,litresPer100kmUrban,litresPer100kmExtraUrban,litresPer100kmCombined,kgCO2PerKm,noiseLeveldBA,gCOPerKm,gHCPerKm,gNOxPerKm,gParticulatesPerKm,units,source
AUDI,A3 (S SE Sport quattro),2.0 TDI (140 PS),M6,1968,Diesel,7.3,4.6,5.6,0.150,75.0,0.103,-,0.239,0.016,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
AUDI,A3 (S SE Sport quattro),2.0 TDI (140 PS) DSG,D6,1968,Diesel,7.6,4.9,5.8,0.156,73.0,0.196,-,0.184,0.020,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
AUDI,A3 (S SE Sport quattro),2.0 T FSI (200 PS) DSG,D6,1984,Petrol,10.7,6.1,7.8,0.187,74.0,0.335,0.065,0.011,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
AUDI,A3 (S SE Sport quattro),2.0 T FSI quattro (200 PS),QM6,1984,Petrol,12.5,7.0,9.0,0.216,75.0,0.215,0.041,0.018,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
AUDI,A3 (S SE Sport quattro),2.0 TDI quattro (140 PS),QM6,1968,Diesel,7.8,5.0,6.0,0.161,75.0,0.139,-,0.224,0.018,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
AUDI,A3 (S SE Sport quattro),3.2 V6 quattro (250 PS),QM6,3189,Petrol,14.9,8.3,10.7,0.257,74.0,0.040,0.025,-,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
AUDI,A3 (S SE Sport quattro),3.2 V6 quattro (250 PS) DSG,QD6,3189,Petrol,14.0,7.7,10.0,0.240,72.0,0.413,0.047,0.047,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
AUDI,A3 Sportback,1.6 MPI Tiptronic (102 PS),A6,1595,Petrol,11.5,6.0,8.0,0.192,72.0,0.434,0.060,0.035,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
AUDI,A3 Sportback,1.6 FSI (115 PS),M6,1598,Petrol,9.0,5.5,6.8,0.163,73.0,0.066,0.025,0.046,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
AUDI,A3 Sportback,1.6 MPI (102 PS),M5,1595,Petrol,9.8,5.7,7.2,0.173,70.0,0.644,0.060,0.030,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
AUDI,A3 Sportback,1.9 TDI (105 PS),M5,1896,Diesel,6.9,4.4,5.3,0.143,71.0,0.041,-,0.191,0.021,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
AUDI,A3 Sportback,2.0 T FSI (200 PS) DSG,D6,1984,Petrol,10.8,6.2,7.9,0.190,74.0,0.335,0.065,0.011,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
AUDI,A3 Sportback,2.0 TDI (140 PS),M6,1968,Diesel,7.4,4.8,5.7,0.153,75.0,0.103,-,0.239,0.016,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
AUDI,A3 Sportback,2.0 TDI (140 PS) DSG,D6,1968,Diesel,7.7,5.0,5.9,0.159,73.0,0.196,-,0.184,0.020,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
AUDI,A3 Sportback,2.0 FSI (150 PS),M6,1984,Petrol,10.5,5.9,7.6,0.182,71.0,0.222,0.070,0.038,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
AUDI,A3 Sportback,2.0 FSI Tiptronic (150 PS),A6,1984,Petrol,11.7,6.2,8.2,0.197,74.0,0.362,0.073,0.065,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
AUDI,A3 Sportback,2.0 T FSI quattro (200 PS),QM6,1984,Petrol,12.5,7.0,9.0,0.216,75.0,0.215,0.041,0.018,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
AUDI,A3 Sportback,3.2 V6 quattro (250 PS),QM6,3189,Petrol,15.0,8.4,10.8,0.259,72.0,0.374,0.040,0.025,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
AUDI,A3 Sportback,3.2 V6 quattro (250 PS) DSG,QD6,3189,Petrol,14.0,7.7,10.0,0.240,72.0,0.413,0.047,0.047,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
AUDI,New A4 Saloon,1.6 MPI (102 PS),M5,1595,Petrol,11.0,6.2,7.9,0.190,73.0,0.404,0.047,0.023,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
AUDI,New A4 Saloon,1.8 T (163 PS),M5,1781,Petrol,11.5,6.6,8.4,0.202,71.0,0.446,0.020,0.017,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
AUDI,New A4 Saloon,1.8 T (163 PS) multitronic,AV,1781,Petrol,11.5,6.6,8.4,0.202,71.0,0.617,0.058,0.049,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
AUDI,New A4 Saloon,1.8 T (163 PS) quattro,QM6,1781,Petrol,12.9,7.2,9.3,0.223,71.0,0.481,0.035,0.043,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
AUDI,New A4 Saloon,1.9 TDI (115 PS),M5,1896,Diesel,7.7,4.7,5.8,0.157,71.0,0.089,-,0.237,0.017,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
AUDI,New A4 Saloon,2.0 (130 PS),M5,1984,Petrol,11.6,6.1,8.2,0.197,73.0,0.682,0.068,0.044,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
AUDI,New A4 Saloon,2.0 (130 PS) multitronic,AV,1984,Petrol,11.0,6.3,8.0,0.192,71.0,0.705,0.088,0.038,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
AUDI,New A4 Saloon,2.0 T FSI (200 PS),M6,1984,Petrol,11.3,6.1,8.0,0.192,73.0,0.610,0.059,0.017,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
AUDI,New A4 Saloon,2.0 T FSI (200 PS) multitronic,AV,1984,Petrol,11.5,6.4,8.3,0.199,73.0,0.636,0.038,0.018,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
AUDI,New A4 Saloon,2.0 T FSI (200 PS) quattro,QM6,1984,Petrol,12.9,6.9,9.1,0.218,74.0,0.634,0.034,0.019,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
AUDI,New A4 Saloon,2.0 T FSI Tiptronic (200 PS) quattro,QA6,1984,Petrol,13.7,7.4,9.7,0.233,74.0,0.617,0.061,0.024,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
AUDI,New A4 Saloon,2.0 TDI (140 PS),M6,1968,Diesel,8.0,4.7,5.9,0.158,73.0,0.266,-,0.228,0.019,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
AUDI,New A4 Saloon,2.0 TDI (140 PS) multitronic,AV,1968,Diesel,8.3,5.3,6.4,0.173,72.0,0.125,-,0.242,0.022,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
AUDI,New A4 Saloon,2.5 V6 (163 PS),M6,2496,Diesel,9.9,5.5,7.1,0.186,74.0,0.181,-,0.196,0.013,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
AUDI,New A4 Saloon,2.5 V6 (163 PS) multitronic,AV,2496,Diesel,9.4,5.8,7.1,0.192,72.0,0.163,-,0.159,0.014,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
AUDI,New A4 Saloon,3.0 V6 TDI (204 PS) quattro,QM6,2967,Diesel,10.9,6.1,7.9,0.212,73.0,0.208,-,0.210,0.022,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
AUDI,New A4 Saloon,3.0 V6 TDI Tiptronic (204 PS) quattro,QA6,2967,Diesel,12.0,6.4,8.4,0.226,75.0,0.234,-,0.171,0.023,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
AUDI,New A4 Saloon,3.2 V6 FSI quattro (256 PS) Tiptronic,QA6,3123,Petrol,15.7,8.0,10.8,0.259,72.0,0.749,0.080,0.062,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
AUDI,New A4 Saloon,3.2 V6 FSI (256 PS) multitronic,AV,3123,Petrol,14.0,7.1,9.7,0.233,74.0,0.887,0.075,0.037,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
AUDI,New A4 Avant,1.6 MPI (102 PS),M5,1595,Petrol,11.0,6.2,7.9,0.190,73.0,0.404,0.047,0.023,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
AUDI,New A4 Avant,1.8 T (163 PS),M5,1781,Petrol,11.5,6.6,8.4,0.202,71.0,0.446,0.020,0.017,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
AUDI,New A4 Avant,1.8 T (163 PS) multitronic,AV,1781,Petrol,11.5,6.6,8.4,0.202,71.0,0.617,0.058,0.049,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
AUDI,New A4 Avant,1.8 T (163 PS) quattro,QM6,1781,Petrol,12.9,7.2,9.3,0.223,71.0,0.481,0.035,0.043,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
AUDI,New A4 Avant,1.9 TDI (115 PS),M5,1896,Diesel,7.7,4.7,5.8,0.157,71.0,0.089,-,0.237,0.017,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
AUDI,New A4 Avant,2.0 (130 PS),M5,1984,Petrol,11.6,6.1,8.2,0.197,73.0,0.682,0.068,0.044,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
AUDI,New A4 Avant,2.0 (130 PS) multitronic,AV,1984,Petrol,11.0,6.3,8.0,0.192,71.0,0.705,0.088,0.038,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
AUDI,New A4 Avant,2.0 T FSI (200 PS),M6,1984,Petrol,11.3,6.1,8.0,0.192,73.0,0.610,0.059,0.017,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
AUDI,New A4 Avant,2.0 T FSI (200 PS) multitronic,AV,1984,Petrol,11.5,6.4,8.3,0.199,73.0,0.636,0.038,0.018,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
AUDI,New A4 Avant,2.0 T FSI (200 PS) quattro,QM6,1984,Petrol,12.9,6.9,9.1,0.218,74.0,0.634,0.034,0.019,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
AUDI,New A4 Avant,2.0 T FSI Tiptronic (200 PS) quattro,QA6,1984,Petrol,13.7,7.4,9.7,0.233,74.0,0.617,0.061,0.024,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
AUDI,New A4 Avant,2.0 TDI (140 PS),M6,1968,Diesel,8.0,4.7,5.9,0.158,73.0,0.266,-,0.228,0.019,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
AUDI,New A4 Avant,2.0 TDI (140 PS) multitronic,AV,1968,Diesel,8.3,5.3,6.4,0.173,72.0,0.125,-,0.242,0.022,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
AUDI,New A4 Avant,2.5 V6 (163 PS),M6,2496,Diesel,9.9,5.5,7.1,0.192,74.0,0.181,-,0.196,0.013,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
AUDI,New A4 Avant,2.5 V6 (163 PS) multitronic,AV,2496,Diesel,9.4,5.8,7.1,0.192,72.0,0.163,-,0.159,0.014,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
AUDI,New A4 Avant,3.0 V6 TDI (204 PS) quattro,QM6,2967,Diesel,10.9,6.1,7.9,0.212,73.0,0.208,-,0.210,0.022,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
AUDI,New A4 Avant,3.0 V6 TDI Tiptronic (204 PS) quattro,QA6,2967,Diesel,12.0,6.4,8.4,0.226,75.0,0.234,-,0.171,0.023,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
AUDI,New A4 Avant,3.2 V6 FSI quattro (256 PS),QM6,3123,Petrol,15.9,7.7,10.8,0.259,71.0,0.462,0.064,0.031,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
AUDI,New A4 Avant,3.2 V6 FSI quattro (256 PS) Tiptronic,QA6,3123,Petrol,15.7,8.0,10.8,0.259,72.0,0.749,0.080,0.062,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
AUDI,New A4 Avant,3.2 V6 FSI (256 PS) multitronic,AV,3123,Petrol,14.0,7.1,9.7,0.233,74.0,0.887,0.075,0.037,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
AUDI,A6 Saloon SE and S line,2.0 TDI (140 PS),M6,1968,Diesel,8.4,5.1,6.3,0.169,72.0,0.102,-,0.226,0.021,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
AUDI,A6 Saloon SE and S line,2.4 V6 (177 PS),M6,2393,Petrol,14.6,7.3,10.0,0.240,74.0,0.604,0.037,0.017,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
AUDI,A6 Saloon SE and S line,2.4 V6 (177 PS) multitronic,AV,2393,Petrol,14.1,7.5,10.0,0.240,74.0,0.425,0.058,0.023,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
AUDI,A6 Saloon SE and S line,2.7 TDI (180 PS),M6,2698,Diesel,9.9,5.5,7.1,0.190,72.0,0.232,-,0.215,0.017,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
AUDI,A6 Saloon SE and S line,3.0 V6 TDI Tiptronic quattro (225 PS),QA6,2967,Diesel,12.0,6.5,8.5,0.229,70.0,0.205,-,0.219,0.017,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
AUDI,A6 Saloon SE and S line,3.0 TDI V6 Tiptronic quattro (225 PS) (DPF),QA6,2967,Diesel,11.9,6.7,8.6,0.232,70.0,0.265,-,0.208,0.002,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
AUDI,A6 Saloon SE and S line,3.2 V6 FSI (256 PS),M6,3123,Petrol,14.7,7.4,10.1,0.240,73.0,0.841,0.061,0.044,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
AUDI,A6 Saloon SE and S line,3.2 V6 FSI Tiptronic quattro (256 PS),QA6,3123,Petrol,15.9,8.3,11.1,0.266,71.0,0.828,0.091,0.041,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
AUDI,A6 Saloon SE and S line,3.2 V6 FSI quattro (256 PS),QM6,3123,Petrol,16.9,7.9,11.1,0.266,74.0,0.808,0.056,0.038,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
AUDI,A6 Saloon SE and S line,4.2 V8 Tiptronic quattro (335 PS),QA6,4163,Petrol,16.7,9.0,11.8,0.283,73.0,0.377,0.053,0.040,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
AUDI,A6 Saloon SE and S line,2.4 V6 quattro (177 PS),QM6,2393,Petrol,16.2,8.0,11.1,0.266,73.0,0.697,0.050,0.034,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
AUDI,A6 Saloon SE and S line,2.0 TDI multitronic (140 PS),AV,1968,Diesel,8.4,5.4,6.5,0.175,72.0,0.050,-,0.226,0.024,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
AUDI,A6 Saloon SE and S line,3.0 TDI V6 quattro (225 PS),QM6,2967,Diesel,11.4,6.2,8.1,0.218,72.0,0.280,-,0.232,0.020,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
AUDI,A6 Saloon SE and S line,3.0 TDI V6 quattro (225 PS) (DPF),QM6,2967,Diesel,11.5,6.3,8.2,0.221,72.0,0.245,-,0.207,0.001,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
AUDI,A6 Saloon SE and S line,3.2 V6 FSI multitronic (256 PS),AV,3123,Petrol,14.1,7.4,9.9,0.238,74.0,0.599,0.079,0.056,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
AUDI,A6 Avant SE and S line,2.0 TDI (140 PS),M6,1968,Diesel,8.4,5.1,6.3,0.169,72.0,0.102,-,0.226,0.021,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
AUDI,A6 Avant SE and S line,2.4 V6 (177 PS),M6,2393,Petrol,14.6,7.3,10.0,0.240,74.0,0.604,0.037,0.017,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
AUDI,A6 Avant SE and S line,2.4 V6 (177 PS) multitronic,AV,2393,Petrol,14.1,7.5,10.0,0.240,74.0,0.425,0.058,0.023,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
AUDI,A6 Avant SE and S line,2.7 TDI (180 PS),M6,2698,Diesel,9.9,5.5,7.1,0.190,72.0,0.232,-,0.215,0.017,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
AUDI,A6 Avant SE and S line,3.0 V6 TDI Tiptronic quattro (225 PS),QA6,2967,Diesel,12.0,6.5,8.5,0.229,70.0,0.205,-,0.219,0.017,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
AUDI,A6 Avant SE and S line,3.0 TDI V6 Tiptronic quattro (225 PS) (DPF),QA6,2967,Diesel,11.9,6.7,8.6,0.232,70.0,0.265,-,0.208,0.002,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
AUDI,A6 Avant SE and S line,3.2 V6 FSI (256 PS),M6,3123,Petrol,14.7,7.4,10.1,0.240,73.0,0.841,0.061,0.044,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
AUDI,A6 Avant SE and S line,3.2 V6 FSI Tiptronic quattro (256 PS),QA6,3123,Petrol,15.9,8.3,11.1,0.266,71.0,0.828,0.091,0.041,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
AUDI,A6 Avant SE and S line,3.2 V6 FSI quattro (256 PS),QM6,3123,Petrol,16.9,7.9,11.1,0.266,74.0,0.808,0.056,0.038,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
AUDI,A6 Avant SE and S line,4.2 V8 Tiptronic quattro (335 PS),QA6,4163,Petrol,16.7,9.0,11.8,0.283,73.0,0.377,0.053,0.040,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
AUDI,A6 Avant SE and S line,2.4 V6 quattro (177 PS),QM6,2393,Petrol,16.2,8.0,11.1,0.266,73.0,0.697,0.050,0.034,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
AUDI,A6 Avant SE and S line,2.0 TDI multitronic (140 PS),AV,1968,Diesel,8.4,5.4,6.5,0.175,72.0,0.050,-,0.226,0.024,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
AUDI,A6 Avant SE and S line,3.0 TDI V6 quattro (225 PS),QM6,2967,Diesel,11.4,6.2,8.1,0.218,72.0,0.280,-,0.232,0.020,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
AUDI,A6 Avant SE and S line,3.0 TDI V6 quattro (225 PS) (DPF),QM6,2967,Diesel,11.5,6.3,8.2,0.221,72.0,0.245,-,0.207,0.001,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
AUDI,A6 Avant SE and S line,3.2 V6 FSI multitronic (256 PS),AV,3123,Petrol,14.1,7.4,9.9,0.238,74.0,0.599,0.079,0.056,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
AUDI,A8,3.0 V6 TDI quattro (233 PS),QA6,2967,Diesel,12.2,6.6,8.6,0.231,73.0,0.274,-,0.208,0.014,dumb,Part_A_Euro_IV_may2006.csv from http://www.vcacarfueldata.org.uk/downloads/
AUDI,A8,3.7 V8 quattro (270 PS),QA6,3697,Petrol,17.3,8.8,11.9,0.286,73.0,0.668,0.060,0.038,-,dumb,Part_A_Euro_IV_may2006.csv from http://www.vcacarfueldata.org.uk/downloads/
AUDI,Audi Allroad (Up to June 2005),2.7 V6 Turbo quattro Tiptronic (250 PS),QA5,2671,Petrol,19.3,9.8,13.3,0.319,70.0,0.302,0.068,0.045,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
AUDI,Audi Allroad (Up to June 2005),2.7 V6 Turbo quattro (250 PS)(Low and High Ratio Transmission),QM6,2671,Petrol,18.1,9.9,12.9,0.310,73.0,0.340,0.040,0.064,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
AUDI,Audi Allroad (Up to June 2005),4.2 V8 quattro (300 PS),QA5,4172,Petrol,20.1,10.2,13.8,0.331,73.0,0.197,0.038,0.038,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
AUDI,Audi 'S' Series,New S4 4.2 V8 (344 PS) Saloon,QA6,4163,Petrol,18.0,9.2,12.4,0.298,73.0,0.296,0.031,0.018,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
AUDI,Audi 'S' Series,New S4 4.2 V8 (344 PS) Saloon,QM6,4163,Petrol,19.6,9.8,13.4,0.322,74.0,0.430,0.046,0.040,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
AUDI,Audi 'S' Series,New S4 4.2 V8 (344 PS) quattro Avant,QM6,4163,Petrol,19.7,9.9,13.5,0.324,74.0,0.430,0.046,0.040,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
AUDI,Audi 'S' Series,New S4 4.2 V8 (344 PS) quattro Avant,QA6,4163,Petrol,18.0,9.2,12.4,0.298,73.0,0.296,0.031,0.018,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
AUDI,Audi 'S' Series,S4 Cabriolet 4.2 V8 quattro (344 PS),QA6,4163,Petrol,18.2,9.4,12.6,0.302,73.0,0.336,0.041,0.036,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
AUDI,Audi 'S' Series,S4 Cabriolet 4.2 V8 quattro (344 PS),QM6,4163,Petrol,20.0,10.4,13.9,0.334,74.0,0.408,0.035,0.026,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
AUDI,Audi TT (Coupé),1.8 T (180 PS),M5,1781,Petrol,11.2,6.4,8.2,0.197,74.0,0.592,0.047,0.023,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
AUDI,Audi TT (Coupé),1.8 T Tiptronic (180 PS),A6,1781,Petrol,13.3,6.9,9.2,0.221,74.0,0.492,0.047,0.049,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
AUDI,Audi TT (Coupé),3.2 V6 quattro (250 PS),QM6,3198,Petrol,14.9,8.1,10.6,0.254,75.0,0.293,0.059,0.020,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
AUDI,Audi TT (Roadster),3.2 V6 quattro (250 PS) DSG,D6,3189,Petrol,13.8,7.8,10.0,0.250,74.0,0.686,0.068,0.014,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
AUDI,Audi TT (Roadster),3.2 V6 quattro (250 PS),QM6,3198,Petrol,15.0,5.2,10.7,0.257,75.0,0.293,0.059,0.020,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
AUDI,Audi Cabriolet,1.8 T multitronic (163 PS),AV,1781,Petrol,11.7,6.8,8.6,0.206,71.0,0.526,0.031,0.024,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
AUDI,Audi Cabriolet,1.8 T quattro (163 PS),QM6,1781,Petrol,13.0,7.5,9.5,0.228,71.0,0.481,0.034,0.041,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
AUDI,Audi Cabriolet,2.5 V6 multitronic (163 PS),AV,2496,Diesel,9.5,6.1,7.3,0.197,72.0,0.158,-,0.177,0.016,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
AUDI,Audi Cabriolet,3.0 V6 multitronic (220 PS),AV,2976,Petrol,13.9,7.4,9.8,0.235,72.0,0.430,0.065,0.030,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
AUDI,Audi Cabriolet,3.0 V6 Tiptronic quattro (220 PS),QA5,2976,Petrol,16.6,8.3,11.4,0.274,74.0,0.358,0.070,0.052,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
BENTLEY MOTORS,Bentley,Continental Flying Spur,QA6,5998,Petrol,26.4,12.7,17.7,0.423,72.0,0.391,0.066,0.055,-,dumb,Part_A_Euro_IV_may2006.csv from http://www.vcacarfueldata.org.uk/downloads/
BMW,Z4 Series E85,Z4 2.0i Roadster,M6,1995,Petrol,10.8,5.6,7.5,0.181,74.0,0.219,0.056,0.026,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
